catalog_content,class
"Item Name: YORK THiNS Dark Chocolate Peppermint Patties, Candy Share Pack, 7.2 oz
Bullet Point 1: Contains one (1) 7.2-ounce share pack of YORK THiNS Dark Chocolate Peppermint Patties Candy
Bullet Point 2: A minty and rich dark chocolate peppermint candy treat for movie marathons, snack breaks and desserts
Bullet Point 3: Gluten free, dark chocolate covered YORK THiNS peppermint patties candy individually wrapped to retain freshness
Bullet Point 4: Use YORK candy for filling birthday gift bags and back-to-school lunch boxes or bridal and baby shower candy dishes
Bullet Point 5: Cool peppermint coated in rich dark chocolate that is thinner than before to refresh your taste buds as the perfect Easter, Christmas, Valentine's Day or Halloween candy
Value: 7.2
Unit: Ounce
",snack
"Item Name: Valentine's Day Sugar Free Candy Gift Tin Large Plastic Tin Chocolate Assortment - Pink & Gold
Bullet Point 1: Candy Filled Gift Tin Includes: Sugar Free Milk Chocolates, Sugar Free Special Dark & Sugar Free Mix
Bullet Point 2: Dimensions: 7"" X 1 1/8""
Bullet Point 3: Ships In Cool Packaging: This Candy Item Is Heat Sensitive And Will Ship With Cool Pack Packaging As Needed
Product Description: Celebrate Valentine's Day by gifting delicious sugar free candies in this unique gift with custom sticker. Each gift tin contains Sugar Free Milk Chocolates, Sugar Free Special Dark & Sugar Free Peanut Butter Cups Miniatures.
Value: 1.0
Unit: Count
",dairy
"Item Name: Amazing Food White Quinoa | 2 Lb (907 G) | USDA Certified Organic | Vegan | Non-GMO | Gluten-Free | Made in USA
Bullet Point 1: - 42 Grams Per Serving Organic White Quinoa
Bullet Point 2: - 21 Servings Per Pouch, 1/4 Dry Cup (42 G) Per Serving
Bullet Point 3: - USDA Organic, Vegan, Non-GMO, Gluten Free
Bullet Point 4: - Manufactured in accordance with GMP Standards, Third Party Tested
Bullet Point 5: - Proudly made in the USA with Guaranteed Purity & Potency
Product Description: - 42 Grams Per Serving Organic White Quinoa - 21 Servings Per Pouch, 1/4 Dry Cup (42 G) Per Serving - USDA Organic, Vegan, Non-GMO, Gluten Free - Manufactured in accordance with GMP Standards, Third Party Tested - Proudly made in the USA with Guaranteed Purity & Potency
Value: 32.0
Unit: Ounce
",other
"Item Name: M&M'S Holiday Peanut Butter Milk Chocolate Candy Christmas Assortment, 10 oz Bag
Bullet Point 1: Contains one (1) 10 Ounce bags of M&M'S Peanut Butter Chocolate Candies.
Bullet Point 2: M&M'S Peanut Butter Chocolate Candies feature the undeniably delicious combination of REAL peanut butter and milk chocolate in colorful candy shells
Bullet Point 3: M&M'S Peanut Butter Chocolate Candies comes in festive colors for the holidays!
Bullet Point 4: The Holidays are better with M&M’S Brand Chocolate Candies!
Bullet Point 5: Perfect for decorating candy dishes!
Value: 10.0
Unit: Ounce
",dairy
"Item Name: Torani Puremade Syrup, Vanilla, 25.4 Ounces
Bullet Point 1: Vanilla Syrup: With a perfect balance of sweet and creamy, this syrup delights with a buttery, toasted hazelnut flavor; If you are on a quest for more natural, simpler products, our Puremade Vanilla syrup is exactly what you're looking for
Bullet Point 2: Extraordinary Flavor at Your Fingertips: Embrace your inner flavorista with the perfect syrup for flavoring lattes, hot cocoas, cold brew and frozen blended drinks without compromise
Bullet Point 3: Puremade Syrups: Crafted with only the purest ingredients, enjoy the same delicious flavor you love without any artificial flavors or preservatives and colors from natural sources; They are also non-GMO
Bullet Point 4: Authentic Coffeehouse Flavor: From caramel to French vanilla to hazelnut—and everything in between—our syrups and sauces are here to help you create tantalizing lattes, cappuccinos, cold brews and frappes
Bullet Point 5: Flavor For All: Discover how Torani can help you make truly creative flavored teas, lemonades, smoothies, milkshakes, Italian sodas, coffees, cocktails, mocktails, snow cones, sparkling waters and more
Value: 25.4
Unit: Fl Oz
",beverage
"Item Name: La Victoria Enchilada Sauce - 3 Pack Bulk La Victoria Red Enchilada Salsa, Mild (10oz Each)
Bullet Point 1: La Victoria Enchilada Sauce - 3 Pack Bulk La Victoria Red Enchilada Salsa, Mild (10oz Each).
Bullet Point 2: Includes 3 cans of La Victoria red enchilada sauce each weighing 10 oz for a total of 30 oz of traditional salsa.
Bullet Point 3: Enjoy each single meal made with La Victoria red mild sauce while curled up on the couch, in bed, in the backyard, or anywhere else!
Bullet Point 4: La Victoria mild enchilada salsa makes the perfect meal any time of the day. Make enchiladas to be enjoyed for breakfast, lunch, and dinner.
Bullet Point 5: These bulk packs of red enchilada sauce in a mild spicy level are great to share with family and friends during a movie night, family night, or just a simple gathering. Try all of La Victoria's products, including taco sauce, hot sauce, and so much more!
Product Description: La Victoria Enchilada Sauce - 3 Pack Bulk La Victoria Red Enchilada Salsa, Mild (10oz Each). Includes 3 cans of La Victoria red enchilada sauce each weighing 10 oz for a total of 30 oz of traditional salsa. Enjoy each single meal made with La Victoria red mild sauce while curled up on the couch, in bed, in the backyard, or anywhere else! La Victoria mild enchilada salsa makes the perfect meal any time of the day. Make enchiladas to be enjoyed for breakfast, lunch, and dinner. These bulk packs of red enchilada sauce in a mild spicy level are great to share with family and friends during a movie night, family night, or just a simple gathering. Try all of La Victoria's products, including taco sauce, hot sauce, and so much more!
Value: 30.0
Unit: Ounce
",condiment
"Item Name: Sahale Snacks Classic Fruit and Nut Trail Mix, 1.5 Ounces (Pack of 9)
Bullet Point 1: BETTER EVERYDAY SNACKING – When you’re on the go to your next adventure, finding the perfect snack can be difficult. But with Sahale Classic Fruit and Nut Trail Mix, you’ll always have a delicious and wholesome option to stay energized and satisfied.
Bullet Point 2: PERFECT BALANCE – These nut snacks feature whole roasted almonds, cashews, and pistachios with tart cranberries and sweetened apples for the ideal mix of a crunchy, chewy and of course, always delicious trail mix snack.
Bullet Point 3: GRAB AND GO POUCH – Whether you’re mountaineering or just trying to make it through a jam-packed day, these on the go snacks will keep you satisfied. The conveniently sized nut mix snacks fit into any space and are always ready when you are.
Bullet Point 4: NON-GMO PROJECT VERIFIED – Delicious and wholesome, these glazed nuts mixes are made with simple ingredients and are great Non-GMO* snacks. Plus, they’re made with no artificial preservatives, colors or flavors, are Kosher and gluten-free** snacks.
Bullet Point 5: SNACK BETTER –Whether you’re an adventurous culinary explorer seeking out unique flavor combinations or simply looking for a nourishing, portable treat, Sahale Snacks trail mixes are certain to thrill your taste buds.
Value: 13.5
Unit: Ounce
",snack
"Item Name: Foxy Fane 150 count Deluxe Snack Box - Ultimate Gift Care Package with Variety Assortment of Crackers, Cookies, Candy, Chips & other Snacks - Bulk Bundle of Delicious Treats (150 Snacks)
Bullet Point 1: Foxy Fane 150ct Snack Box is an Ultimate Gift Care Package with a wide assortment of Delicious Snacks for all Occasions. Our package contains 150 snacks from only the very best brands that you know & trust. Carefully crafted with a lot of thought and love providing you delicious snacks at an affordable price that both kids and adults would enjoy and get excited over.
Bullet Point 2: Ideal for camping trips, long study sessions & all-nighters, movie & game nights, parties, walk in the park or meeting in the office, road trips, daily commute, a hike or Monday night football.
Bullet Point 3: Perfect Birthday, Christmas or Valentine’s Day Gift filled with delicious & nutritious snacks. Surprise your loved ones with our care package full of treats. Packaging: We carefully package every box giving great care to placing each item neatly in order to make the unboxing experience fun & joyful! Gift wrapping and message is available at checkout for orders placed through Amazon Prime.
Bullet Point 4: Our 150ct snack box is made off the highest quality corrugated paper that keeps the contents safe during shipping. The box is filled to the top with an assortment of 150 Single Serve Bags.
Product Description: <b>Foxy Fane 150ct Deluxe Snack Box - Ultimate Gift Care Package of Delicious Snacks for all Occasions - 150 Snacks <br><br></b> Foxy Fane Snack Box contains a perfect variety of delicious & nutritious snacks from only the very best brands that you know & trust. Whether you like savory snacks, crispy chips, cookies, fruit snacks, sweets or candy - with such a wide variety of flavors, there is something for everyone to snack on in easy to grab individual packages. And the best part is - we deliver them straight to your door so you can spoil your loved ones, no matter where they are now! <br><br>
Value: 150.0
Unit: Count
",snack
"Item Name: McCormick Culinary Dark Chili Powder, 20 oz (Pack of 6) - Six 20 Ounce Containers or Dark Chili Powder, Enhances Nachos, Tacos, Enchiladas and Dark Chocolate
Value: 120.0
Unit: Ounce
",nutrition
"Item Name: Pam Canola Oil Baking Spray with Flour (Pack of 12)
Product Description: Pam Baking Spray combines the no-stick power of Pam with real flour for a baking spray that reaches every nook and cranny. No need to grease and flour your bakeware! Plus, spray Pam Baking Spray on your baking sheets, pans and cookware to make cleanup easier. Bake your favorite recipes without artificial preservatives, colors or flavors. Prepare delicious cakes, cupcakes, brownies, muffins and more. With this no-stick spray, your baked goods will look great when they're easily removed from the pan. Pam Baking Spray has 0 calories and no fat per serving. Contains one 5oz spray can.
Value: 12.0
Unit: Count
",canned_food
"Item Name: LIFE SAVERS Orange Mints - Gifts, Candy Variety Box, 12 Bags of Orange Mints, Bulk
Bullet Point 1: Orange Mints: Enjoy a delightful selection of LIFE SAVERS Orange Mints Candy.
Bullet Point 2: CONVENIENT INDIVIDUAL PACKS: These delicious LIFE SAVERS Gummy Candy treats come in candy bulk individually wrapped packs for freshness and ease, ideal for sharing on-the-go
Bullet Point 3: PERFECT FOR PANTRY STOCKING: Keep your pantry well-stocked with a candy variety pack bulk box that satisfies cravings at home or work, featuring 12 assorted candy packs
Bullet Point 4: IDEAL FOR GIFTING: Surprise students or nostalgic candy lovers with this candy box variety pack in a college care package, perfect for bringing joy and sweet memories
Bullet Point 5: VERSATILE CANDY OPTION: Whether for school treats, casual snacking, or parties, LIFE SAVERS Gummy Candy serves as tasty candy bags for party favors or personal enjoyment
Value: 75.0
Unit: Ounce
",snack
"Item Name: Grape Lime White Tea (25 tea bags, ZIN: 540869) - 2 Pack
Bullet Point 1: Our Grape Lime White Tea is a mouth-watering flavored White tea with Raisins (Golden), Lime Peel and Cranberries that you can enjoy all year round! The aroma and Grape Lime flavor is a delight! - Ingredients: White tea, Raisins (Golden), Lime Peel, Cranberries and Natural Grape Lime Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 25 tea bags
Bullet Point 5: White Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Grape Lime White Tea is a mouth-watering flavored White tea with Raisins (Golden), Lime Peel and Cranberries that you can enjoy all year round! The aroma and Grape Lime flavor is a delight! - Ingredients: White tea, Raisins (Golden), Lime Peel, Cranberries and Natural Grape Lime Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability and to look for
Value: 50.0
Unit: Count
",beverage
"Item Name: Executive Suite® Breakfast Blend Coffee, 2 lb Bag
Bullet Point 1: Savor the aroma of this breakfast blend medium roast coffee
Bullet Point 2: Popular morning choice for coffee drinkers.
Bullet Point 3: Packaged in a sturdy resealable stand-up bag.
Bullet Point 4: The one-way valve helps to lock in freshness.
Bullet Point 5: Resealable bag helps to ensure fresh coffee with every pot.
Product Description: Savor the aroma of this breakfast blend medium roast coffee Popular morning choice for coffee drinkers. Packaged in a sturdy resealable stand-up bag. The one-way valve helps to lock in freshness. Resealable bag helps to ensure fresh coffee with every pot.
Value: 1.0
Unit: Count
",beverage
"Item Name: Gold Medal Premium Quality Bread Flour for Baking, 5 lb
Bullet Point 1: LOAF AT FIRST SIGHT: Specially created flour for baking up delicious loaves and crusts your family will love
Bullet Point 2: SLICE OF HEAVEN: Provides great elasticity, lift, and texture for easily shapeable bakes, like that perfect round pizza crust
Bullet Point 3: ROLL WITH IT: A versatile flour that can help you create yeast breads, rolls, buns, and other baked goods from scratch
Bullet Point 4: FEEDING SOURDOUGH: Gold Medal Bread Flour has added nutrients and complex carbohydrates to feed your sourdough starter, fostering robust growth and a tangy flavor
Bullet Point 5: CONTAINS: Gold Medal Premium Quality Unbleached Bread Flour, 5 lb bag; in White Bread Flours
Value: 80.0
Unit: Ounce
",canned_food
"Item Name: Earth's Best Organic Baby Food Pears and Raspberries, 4 Oz Jar
Bullet Point 1: One 4 oz. jar of Earth's Best Organic Stage 2 Pears and Raspberries Baby Food
Bullet Point 2: For babies 6 months and older
Bullet Point 3: Packaged in BPA-free resealable jars
Bullet Point 4: No artificial flavors, colors or preservatives
Bullet Point 5: USDA-Certified Organic and made with non-GMO ingredients
Value: 4.0
Unit: Ounce
",other
"Item Name: Bergamot Lemon Lime Chamomile Tea (50 tea bags, ZIN: 536353) - 3 Pack
Bullet Point 1: Our Bergamot Lemon Lime Chamomile Tea is a delicious flavored Chamomile tea with Lemon Peel, Lime Peel and Orange Peel that you will enjoy relaxing with anytime! The natural Bergamot Lemon Lime taste is delicious! - Ingredients: Chamomile tea, Lemon Peel, Lime Peel, Orange Peel and Natural Bergamot Lemon Lime Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Chamomile Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Bergamot Lemon Lime Chamomile Tea is a delicious flavored Chamomile tea with Lemon Peel, Lime Peel and Orange Peel that you will enjoy relaxing with anytime! The natural Bergamot Lemon Lime taste is delicious! - Ingredients: Chamomile tea, Lemon Peel, Lime Peel, Orange Peel and Natural Bergamot Lemon Lime Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our af
Value: 150.0
Unit: Count
",beverage
"Item Name: SodaStream Variety Pack Drink Mixes, 0 Calories, 14.8 Fl Oz (Pack of 4)
Bullet Point 1: 0 Calories and Aspartame free
Bullet Point 2: Good source of vitamins B3 E B6 and D
Bullet Point 3: Each bottle makes 9 liters of flavored sparkling water
Bullet Point 4: Includes Zero Pink Grapefruit Zero Cranberry Raspberry Zero Lemonade and Zero Strawberry Watermelon
Value: 59.2
Unit: Fl Oz
",beverage
"Item Name: Herbal Essences Hello Hydration Shampoo and Body Wash Deep Moisture for Hair 11.7 fl oz, 11.7 Fl Oz
Bullet Point 1: MOISTURIZING SHAMPOO: Gives your hair a deep clean with rich hydration
Bullet Point 2: DEEP MOISTURE FOR HAIR: Deep moisture system leaves hair smooth and soft while being color safe & pH balanced
Bullet Point 3: DERMATOLOGIST TESTED: This shampoo & body wash was tested by experts to be safe on skin so you can enjoy the same great scent on your hair and body wash!
Bullet Point 4: MINDFULLY CREATED: Paraben free, mineral oil free, dermatologist tested and certified cruelty free by PETA
Bullet Point 5: REVEL IN LUSH AROMAS: Scented with creamy notes of coconut essences
Value: 11.7
Unit: Fl Oz
",dairy
"Item Name: Fever Tree Sparkling Sicilian Lemonade - Premium Quality Mixer and Soda - Refreshing Beverage for Cocktails & Mocktails 200ml Bottle
Bullet Point 1: Freshly Squeezed Lemon Experience: Revel in the aroma and taste of freshly squeezed lemons with our superb, cloudy, sparkling lemonade. Crafted with 'Sfuma-trice-Torchio' extracts of Sicilian lemons, this beverage offers a perfectly balanced flavor profile.
Bullet Point 2: Versatile Mixing Option: Tailored to perfection, our Sparkling Lemonade is an ideal companion for the finest fruit cups, vodkas, or gins. Its versatility shines as it can be mixed into sophisticated cocktails or enjoyed as a delightful standalone soft drink.
Bullet Point 3: Expert Sfumatrice Process: Employing the sfumatrice process, traditionally used by expert perfumiers, we extract both the oils from the peel and the juice from Sicilian lem-ons. This meticulous technique results in a sweeter, more rounded, and delicate flavor that distinguishes our Sparkling Lemonade.
Bullet Point 4: Silky Mouthfeel: Our Sparkling Lemonade takes advantage of carbonated spring water with very fine bubbles, creating a silky mouthfeel. Combined with the fruit juice and oils from Sicilian lemon peels, this lemonade achieves a refreshing zinginess without any cloying aftertaste.
Bullet Point 5: Zesty and Refreshing Delight: Experience the zesty and refreshing qualities of our Sparkling Lemonade, where the natural essence of Sicilian lemons takes center stage. Crafted with precision and blended with sugar, it promises an authentic lemonade expe-rience that satisfies the palate.
Bullet Point 6: Includes (30)200ml Bottles of Sparkling Sicilian Lemonade, Phone and tablet holder and tasting notes/recipes.
Value: 6.7
Unit: Fl Oz
",beverage
"Item Name: Java Monster, Coffee + Energy Drink, 3 Flavor Variety Pack 15 Ounce (Pack of 24)
Value: 24.0
Unit: Count
",beverage
"Item Name: Uncle Lees Tea Organic Tea - Bamboo Mint - 18 Bags
Value: 18.0
Unit: Count
",beverage
"Item Name: Spinach Flakes Tea (Loose) (4 oz, ZIN: 514648)
Bullet Point 1: Spinach Flakes Tea (Loose) (4 oz, ZIN: 514648)
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 4 oz
Bullet Point 5: Loose Leaf Herbal Tea - Packed in a convenient upright pouch!
Product Description: Spinach Flakes Tea (Loose) (4 oz, ZIN: 514648)<BR><BR>Packaged in the United States in a GMP certified facility (Good Manufacturing Practice).<BR><BR>No fillers.<BR><BR>Manufacturer: TerraVita<BR><BR>Size: 4 oz<BR><BR>Loose Leaf Herbal Tea - Packed in a convenient upright pouch!<BR><BR>Ingredients: Spinach
Value: 4.0
Unit: Ounce
",beverage
"Item Name: Beulah's Spearmint Starlight Mints, 2 Pound Package, 160 Pieces of Candy
Bullet Point 1: Refreshing Spearmint Flavor
Bullet Point 2: Individually Wrapped
Bullet Point 3: Hard Sucking Candy
Product Description: Spearmint Starlight Mints offer a timeless combination of cool spearmint flavor and a satisfying crunch. Each individually wrapped mint features a delightful green and white striped design. Perfect for freshening your breath or simply enjoying a sweet treat, these mints have been a favorite for generations. Order yours today from Beulah's Candyland.
Value: 32.0
Unit: Ounce
",canned_food
"Item Name: BUSCH BEER CAN ALUMINUM 25 FLUID OUNCE
Bullet Point 1: Bottle Fees May Be Applied To Price.
Bullet Point 2: Type of Beer: Larger
Bullet Point 3: Alcohol By Volume: 5% ABV
Product Description: Lager Beer Alcohol
Value: 1.0
Unit: Count
",beverage
"Item Name: Rishi Tea Matcha Super Green Tea - Organic, Caffeinated Sachet Tea Bags, Umami Japanese Green Tea, Antioxidant Rich Sencha & Matcha Blend - 15 Count (Pack of 1)
Bullet Point 1: MATCHA SUPER GREEN TASTING NOTES - Our greenest green, an energizing blend of vibrantly fresh matcha and deeply sweet sencha with a smooth, umami richness
Bullet Point 2: SAVOR & ENJOY - Brew one Matcha Super Green Herbal Sachet Bag per 8 oz of water at 160 degrees F for 2 minutes
Bullet Point 3: GOOD FOR YOUR HEALTH - Rishi's Sachet Tea Bags are USDA Organic, Non-GMO, made from Biodegradable BPA Free Sachet Tea Bags, Gluten Free, Dairy Free
Bullet Point 4: SUSTAINABLE BUSINESS IS A CONSCIOUS BUSINESS - From the farmers we work with overseas to our manufacturing conditions at home, we are steadfast in following our code of ethics. A conscious business is one that pays attention to both the raw materials and the human effort, recognizing it is the sum of these resources that creates a sustainable and resilient business.
Bullet Point 5: OUR PROMISE TO YOU - Rishi is dedicated to sourcing only the highest quality products and your experience is important to us. If you feel the quality of our products is less than expected, please contact our customer service within 30 days of your order date
Product Description: Matcha Super Green is named for its vivid emerald green infusion and bountiful natural energy provided by pure Japanese match. This signature Rishi flavor combines organic sencha and organic stone-ground matcha green teas grown in the fertile volcanic soils in southern Japan's Kyushu region. We are driven by a mission to connect tea drinkers to the origins of our teas. For us, that is the essence of being a direct trade importer. Rishi's tea buyers travel the world every year, collaborating with artisan tea farmers during the peak growing seasons. This allows s to source organic teas and botanicals of an epicurean caliber, infusing everything we create with a signature quality and story. In that adventurous spirit, we invite you to Taste True Tea.
Value: 15.0
Unit: Count
",beverage
"Item Name: Marshall’s Creek Spices Bay Leaves Seasoning Refill, 2 Ounce
Bullet Point 1: Packed weekly
Bullet Point 2: No Fillers
Bullet Point 3: No MSG
Bullet Point 4: All Natural
Value: 2.0
Unit: oz
",spice
"Item Name: M&M'S Caramel Milk Chocolate Candy, Sharing Size, 9.05 oz Resealable Bag
Bullet Point 1: Contains one (1) 9.05-ounce resealable sharing size of M&M'S Caramel Milk Chocolate Candy Assortment
Bullet Point 2: Enjoy the taste of real milk chocolate and gooey caramel covered in colorful candy shells
Bullet Point 3: Let this sharing size candy bag of caramel milk chocolate candy fill your candy dish as a sweet treat for your guests
Bullet Point 4: M&M'S Caramel Milk Chocolates are perfect to store in your pantry for decorating baked desserts or topping ice cream sundaes
Bullet Point 5: Share this caramel assorted chocolate candy bag with family during a movie night or share it with friends at a game night
Value: 9.05
Unit: Ounce
",dairy
"Item Name: RXBAR Protein Granola, 10g Protein, Breakfast Snacks, Chocolate (3 Bags)
Bullet Point 1: Power your day with protein-filled RXBAR Chocolate Granola and no B.S.
Bullet Point 2: Sweet-salty, crunchy chocolate granola clusters; Protein from egg whites, made with nuts, dates, and coconut sugar
Bullet Point 3: 10g of protein; Good source of fiber; 23g of whole grain per serving; Kosher Dairy; Contains peanuts, eggs, and almonds
Bullet Point 4: Enjoy with your morning yogurt, paired with your favorite fresh fruit, or as a standalone snack; Grab this resealable bag for an on-the-go snack
Bullet Point 5: Includes three, 10.5oz bags of RXBAR Chocolate Protein Granola; Packaged for freshness and great taste
Bullet Point 6: item form : Flakes
Bullet Point 7: Age range description: Other
Value: 31.5
Unit: Ounce
",snack
"Item Name: McCormick Golden Dipt Cracker Meal Seafood Fry Mix, 10 oz (Pack of 8)
Bullet Point 1: Wheat flour-based fry mix gives seafood a crumb coating that seals in juices
Bullet Point 2: 3 easy steps: lightly moisten fish, coat with Cracker Meal, then fry
Bullet Point 3: Tasty with tilapia, shrimp, scallops, shucked oysters and soft-shell crabs
Bullet Point 4: Substitute Cracker Meal for bread crumbs in meat loaf or meat balls
Bullet Point 5: Dip fish in a mixture of 3 tbsp milk and 2 beaten eggs for a thicker coating
Value: 80.0
Unit: Ounce
",beverage
"Item Name: Miracle Noodle Rice - Konjac Rice, Keto Rice, Plant-Based, Gluten-Free, Soy Free, Low Carb Rice, Low-Calorie Rice, Grain Free, Perfect for Stir-Fry, Rice Pilaf, & Rice Pudding - 7 Oz, 6-Pack
Bullet Point 1: MIRACLE RICE - Enjoy tasty rice dishes while on a low-calorie, low-carb, or gluten-free diet. Our Miracle Rice is the perfect base for stir-fry, rice pilaf, or even rice pudding
Bullet Point 2: GRAIN FREE - What is shirataki rice, exactly? Unlike typical rice, which is made from high-sugar grain, our low calorie Miracle Rice is derived from the Japanese konjac plant
Bullet Point 3: LOW CALORIE - Each serving of Miracle Rice contains only 10 calories and 3 grams of carbs which come from the fiber and a natural calcium additive that helps the rice keep their shape
Bullet Point 4: DIET FRIENDLY - All of our products are keto-friendly, soy-free, gluten-free, vegan, & non-GMO, so you'll feel good about every bite! Enjoy guilt-free eating with any of our recipe-ready rice meals
Bullet Point 5: ANCIENT RECIPE - Our noodles and rice are 97% water and 3% konjac plant flour. It's the same way the Buddhist monks who developed these noodles made them over 1,400 years ago
Value: 42.0
Unit: Ounce
",beverage
"Item Name: Watkins Imitation Pumpkin Spice Extract, Kosher, 2 oz. Bottle, 1-Pack
Bullet Point 1: Perfect for baking, flavoring drinks and more!
Bullet Point 2: Our extracts and flavorings contain high quality ingredients
Bullet Point 3: Ideal for use in coffee, cakes, muffins and cookies
Bullet Point 4: Non-GMO, Gluten Free, Corn Syrup Free, Kosher
Bullet Point 5: Crafted in the USA
Value: 2.0
Unit: Fl Oz
",beverage
"Item Name: Strawberry/Banana Flavor 1 Ounce by LorAnn Oils
Bullet Point 1: Add this fun and fruity flavor for a unique treat all the kids will love!
Bullet Point 2: Add this fun and fruity flavor for a unique treat all the kids will love!
Bullet Point 3: A little goes a long way! LorAnn’s super strength flavors are three to four times the strength of typical baking extracts.
Bullet Point 4: Appropriate for use in chocolates and coatings (typical use is ¼ to ½ teaspoon per pound)
Bullet Point 5: Typical uses: hard candy, general candy making, cakes, cookies, frosting, ice cream and a wide variety of other baking and confectionery applications.
Bullet Point 6: Kosher - Gluten Free - Made in USA
Product Description: Quality - LorAnn a Family Tradition Since 1962
Value: 1.0
Unit: Fl Oz
",beverage
